Game ID,Sport,Bet Type,Side,Line,Odds,Projected Value,EV,Win Probability,Confidence,Home Team,Away Team,Game Time,Reasoning
6f8e0c0f66ffd89ca900da48ce897172,ncaab,totals,over,135.2,-109,175.5,0.1121,0.5800,0.5000,Grambling St Tigers,Alabama A&M Bulldogs,2026-02-10 00:30,"Projected: 175.5 vs Line: 135.2 (Diff: +40.3). Win Prob: 58.0%, EV: 11.21%. "
33cc21cd8951ab80e32e7269e2a1e7b7,ncaab,totals,over,143.5,-110,175.5,0.1073,0.5800,0.5000,Drake Bulldogs,Valparaiso Beacons,2026-02-10 00:30,"Projected: 175.5 vs Line: 143.5 (Diff: +32.0). Win Prob: 58.0%, EV: 10.73%. "
720b5f750b813d58610fe1904e537cca,ncaab,totals,over,141.8,-111,175.5,0.1025,0.5800,0.5000,Stephen F. Austin Lumberjacks,East Texas A&M Lions,2026-02-10 00:30,"Projected: 175.5 vs Line: 141.8 (Diff: +33.7). Win Prob: 58.0%, EV: 10.25%. "
3cd43d525d3ec74dd7e5340908b88891,ncaab,totals,over,140.2,-110,175.5,0.1073,0.5800,0.5000,McNeese Cowboys,Houston Christian Huskies,2026-02-10 00:30,"Projected: 175.5 vs Line: 140.2 (Diff: +35.3). Win Prob: 58.0%, EV: 10.73%. "
e5fd69a1f7038b43548ffcc63ad37a14,ncaab,totals,over,145.5,-110,175.5,0.1073,0.5800,0.5000,Nicholls St Colonels,UT Rio Grande Valley Vaqueros,2026-02-10 00:30,"Projected: 175.5 vs Line: 145.5 (Diff: +30.0). Win Prob: 58.0%, EV: 10.73%. "
c9bc6c74a39a82436636610d09754453,ncaab,totals,over,141.5,-109,175.5,0.1121,0.5800,0.5000,Miss Valley St Delta Devils,Alcorn St Braves,2026-02-10 01:00,"Projected: 175.5 vs Line: 141.5 (Diff: +34.0). Win Prob: 58.0%, EV: 11.21%. "
41ebe0bb482d21b76fc0b72fb9ba69cc,ncaab,totals,over,155.1,-113,175.5,0.0933,0.5800,0.5000,Bradley Braves,Belmont Bruins,2026-02-10 01:00,"Projected: 175.5 vs Line: 155.1 (Diff: +20.4). Win Prob: 58.0%, EV: 9.33%. "
cdda07a8325f953c25abce8eab6ab988,ncaab,totals,over,149.5,-110,175.5,0.1073,0.5800,0.5000,Charleston Cougars,UNC Wilmington Seahawks,2026-02-10 01:00,"Projected: 175.5 vs Line: 149.5 (Diff: +26.0). Win Prob: 58.0%, EV: 10.73%. "
d10035d9f46a6ebcfd33bc6f6b23fe5c,ncaab,totals,over,134.2,-109,175.5,0.1121,0.5800,0.5000,North Carolina Central Eagles,Delaware St Hornets,2026-02-10 01:00,"Projected: 175.5 vs Line: 134.2 (Diff: +41.3). Win Prob: 58.0%, EV: 11.21%. "
af81c651b77df25f8746eb68af96c7dd,ncaab,totals,over,138.1,-110,175.5,0.1073,0.5800,0.5000,Evansville Purple Aces,Illinois St Redbirds,2026-02-10 01:00,"Projected: 175.5 vs Line: 138.1 (Diff: +37.4). Win Prob: 58.0%, EV: 10.73%. "
7acc87605c27043da237397bd7ada3cb,ncaab,totals,over,148.5,-110,175.5,0.1073,0.5800,0.5000,New Orleans Privateers,Texas A&M-CC Islanders,2026-02-10 01:00,"Projected: 175.5 vs Line: 148.5 (Diff: +27.0). Win Prob: 58.0%, EV: 10.73%. "
5d17e60236b71d564241ca0944a82f0c,ncaab,totals,over,142.4,-111,174.5,0.1025,0.5800,0.5000,Indiana Hoosiers,Oregon Ducks,2026-02-10 01:30,"Projected: 174.5 vs Line: 142.4 (Diff: +32.1). Win Prob: 58.0%, EV: 10.25%. "
e751c80a9736a2a2145849f22bb708b1,ncaab,totals,over,151.5,-109,175.5,0.1121,0.5800,0.5000,Southern Jaguars,Alabama St Hornets,2026-02-10 02:00,"Projected: 175.5 vs Line: 151.5 (Diff: +24.0). Win Prob: 58.0%, EV: 11.21%. "
7030f28cdeb54fbd95dfc13725bb710f,ncaab,totals,over,152.4,-110,176.0,0.1073,0.5800,0.5000,Kansas Jayhawks,Arizona Wildcats,2026-02-10 02:00,"Projected: 176.0 vs Line: 152.4 (Diff: +23.6). Win Prob: 58.0%, EV: 10.73%. "
6580bad1b1a5df95e9b57c63a1aec078,ncaab,totals,over,142.8,-110,175.5,0.1073,0.5800,0.5000,Murray St Racers,Northern Iowa Panthers,2026-02-10 03:00,"Projected: 175.5 vs Line: 142.8 (Diff: +32.7). Win Prob: 58.0%, EV: 10.73%. "
