Game ID,Sport,Bet Type,Side,Line,Odds,Projected Value,EV,Win Probability,Confidence,Home Team,Away Team,Game Time,Reasoning
7acc87605c27043da237397bd7ada3cb,ncaab,totals,over,148.0,-111,175.5,0.1025,0.5800,0.5000,New Orleans Privateers,Texas A&M-CC Islanders,2026-02-10 01:00,"Projected: 175.5 vs Line: 148.0 (Diff: +27.5). Win Prob: 58.0%, EV: 10.25%. "
5d17e60236b71d564241ca0944a82f0c,ncaab,totals,over,143.4,-112,175.7,0.0979,0.5800,0.5000,Indiana Hoosiers,Oregon Ducks,2026-02-10 01:30,"Projected: 175.7 vs Line: 143.4 (Diff: +32.3). Win Prob: 58.0%, EV: 9.79%. "
e751c80a9736a2a2145849f22bb708b1,ncaab,totals,over,149.6,-111,175.5,0.1025,0.5800,0.5000,Southern Jaguars,Alabama St Hornets,2026-02-10 02:00,"Projected: 175.5 vs Line: 149.6 (Diff: +25.9). Win Prob: 58.0%, EV: 10.25%. "
7030f28cdeb54fbd95dfc13725bb710f,ncaab,totals,over,153.8,-111,179.3,0.1025,0.5800,0.5000,Kansas Jayhawks,Arizona Wildcats,2026-02-10 02:00,"Projected: 179.3 vs Line: 153.8 (Diff: +25.5). Win Prob: 58.0%, EV: 10.25%. "
6580bad1b1a5df95e9b57c63a1aec078,ncaab,totals,over,144.2,-113,173.2,0.0933,0.5800,0.5000,Murray St Racers,Northern Iowa Panthers,2026-02-10 03:00,"Projected: 173.2 vs Line: 144.2 (Diff: +29.0). Win Prob: 58.0%, EV: 9.33%. "
ed03bc09ae782d3baf7766a569b206d8,ncaab,totals,over,162.0,-112,175.5,0.0979,0.5800,0.5000,IUPUI Jaguars,Milwaukee Panthers,2026-02-10 23:30,"Projected: 175.5 vs Line: 162.0 (Diff: +13.5). Win Prob: 58.0%, EV: 9.79%. "
20f50fca14d9bdade26c32c0d4dc96bd,ncaab,totals,over,161.5,-107,177.3,0.1221,0.5800,0.5000,Baylor Bears,BYU Cougars,2026-02-11 00:00,"Projected: 177.3 vs Line: 161.5 (Diff: +15.8). Win Prob: 58.0%, EV: 12.21%. "
f8a1c815dae7076ea0205a4cbaa27b79,ncaab,totals,over,150.7,-110,175.5,0.1073,0.5800,0.5000,Florida St Seminoles,Virginia Cavaliers,2026-02-11 00:00,"Projected: 175.5 vs Line: 150.7 (Diff: +24.8). Win Prob: 58.0%, EV: 10.73%. "
34f33672fa0b7d2cd9d2c2d38998683d,ncaab,totals,over,131.2,-113,175.5,0.0933,0.5800,0.5000,Saint Joseph's Hawks,Fordham Rams,2026-02-11 00:00,"Projected: 175.5 vs Line: 131.2 (Diff: +44.3). Win Prob: 58.0%, EV: 9.33%. "
9553c659015212001d837cd86ff2e4b8,ncaab,totals,over,149.5,-110,175.5,0.1073,0.5800,0.5000,GW Revolutionaries,Rhode Island Rams,2026-02-11 00:00,"Projected: 175.5 vs Line: 149.5 (Diff: +26.0). Win Prob: 58.0%, EV: 10.73%. "
b92b372a05599d66fc3458da68b24fca,ncaab,totals,over,140.2,-111,175.5,0.1025,0.5800,0.5000,Richmond Spiders,George Mason Patriots,2026-02-11 00:00,"Projected: 175.5 vs Line: 140.2 (Diff: +35.3). Win Prob: 58.0%, EV: 10.25%. "
f9f88ff2ea980bba02d9ca1f01b06325,ncaab,totals,over,158.5,-109,175.5,0.1121,0.5800,0.5000,Miami Hurricanes,North Carolina Tar Heels,2026-02-11 00:00,"Projected: 175.5 vs Line: 158.5 (Diff: +17.0). Win Prob: 58.0%, EV: 11.21%. "
53c82d64d9fee3128730f3f1e0d77b1f,ncaab,totals,over,154.5,-108,175.5,0.1170,0.5800,0.5000,SMU Mustangs,Notre Dame Fighting Irish,2026-02-11 00:00,"Projected: 175.5 vs Line: 154.5 (Diff: +21.0). Win Prob: 58.0%, EV: 11.70%. "
0dd35434632eb878faa3d79338acf8f9,ncaab,totals,over,161.3,-111,175.5,0.1025,0.5800,0.5000,Auburn Tigers,Vanderbilt Commodores,2026-02-11 00:00,"Projected: 175.5 vs Line: 161.3 (Diff: +14.2). Win Prob: 58.0%, EV: 10.25%. "
07f42219e9fef5484a656d6b23a4d341,ncaab,totals,over,147.2,-110,177.4,0.1073,0.5800,0.5000,Nebraska Cornhuskers,Purdue Boilermakers,2026-02-11 00:00,"Projected: 177.4 vs Line: 147.2 (Diff: +30.2). Win Prob: 58.0%, EV: 10.73%. "
b6fc8657d9ab49b56b0aafb574e8ef80,ncaab,totals,over,146.3,-109,175.5,0.1121,0.5800,0.5000,Villanova Wildcats,Marquette Golden Eagles,2026-02-11 00:30,"Projected: 175.5 vs Line: 146.3 (Diff: +29.2). Win Prob: 58.0%, EV: 11.21%. "
61761f773057dd16787bf9a9179c70bc,ncaab,totals,over,154.8,-108,175.5,0.1170,0.5800,0.5000,Illinois Fighting Illini,Wisconsin Badgers,2026-02-11 01:00,"Projected: 175.5 vs Line: 154.8 (Diff: +20.7). Win Prob: 58.0%, EV: 11.70%. "
8dc00b873f18a07bf9bfd8658e5d95cd,ncaab,totals,over,132.5,-114,175.5,0.0888,0.5800,0.5000,Western Illinois Leathernecks,Eastern Illinois Panthers,2026-02-11 01:30,"Projected: 175.5 vs Line: 132.5 (Diff: +43.0). Win Prob: 58.0%, EV: 8.88%. "
4f3debdc9036596ec9d80b0b8a511085,ncaab,totals,over,134.5,-112,175.5,0.0979,0.5800,0.5000,Air Force Falcons,Colorado St Rams,2026-02-11 02:00,"Projected: 175.5 vs Line: 134.5 (Diff: +41.0). Win Prob: 58.0%, EV: 9.79%. "
459a8bebd3973213c942a7d254d8ebf0,ncaab,totals,over,163.1,-111,175.5,0.1025,0.5800,0.5000,Arizona St Sun Devils,Oklahoma St Cowboys,2026-02-11 02:00,"Projected: 175.5 vs Line: 163.1 (Diff: +12.4). Win Prob: 58.0%, EV: 10.25%. "
a71ee5a69ce1536df83ded23cf2aa871,ncaab,totals,over,162.0,-112,175.5,0.0979,0.5800,0.5000,LSU Tigers,Arkansas Razorbacks,2026-02-11 02:00,"Projected: 175.5 vs Line: 162.0 (Diff: +13.5). Win Prob: 58.0%, EV: 9.79%. "
42d29a42babbc2928a9b5d2985226bf8,ncaab,totals,over,136.7,-111,175.5,0.1025,0.5800,0.5000,Pittsburgh Panthers,Duke Blue Devils,2026-02-11 02:00,"Projected: 175.5 vs Line: 136.7 (Diff: +38.8). Win Prob: 58.0%, EV: 10.25%. "
67d953054b3954d8338c2d0e0222c117,ncaab,totals,over,150.1,-118,175.5,0.0715,0.5800,0.5000,Utah State Aggies,Fresno St Bulldogs,2026-02-11 02:00,"Projected: 175.5 vs Line: 150.1 (Diff: +25.4). Win Prob: 58.0%, EV: 7.15%. "
6e0cb367f080305c00b5bd6a82a040b3,ncaab,totals,over,144.7,-110,176.2,0.1073,0.5800,0.5000,Utah Utes,Houston Cougars,2026-02-11 02:00,"Projected: 176.2 vs Line: 144.7 (Diff: +31.5). Win Prob: 58.0%, EV: 10.73%. "
2f6463d2739cf0dc856b01fcea5ad127,ncaab,totals,over,148.5,-114,178.1,0.0888,0.5800,0.5000,TCU Horned Frogs,Iowa State Cyclones,2026-02-11 02:00,"Projected: 178.1 vs Line: 148.5 (Diff: +29.6). Win Prob: 58.0%, EV: 8.88%. "
692fd5cbb5f2ed0afb60dcab3935315c,ncaab,totals,over,157.0,-110,175.5,0.1073,0.5800,0.5000,Gonzaga Bulldogs,Washington St Cougars,2026-02-11 04:00,"Projected: 175.5 vs Line: 157.0 (Diff: +18.5). Win Prob: 58.0%, EV: 10.73%. "
63b91223282b548daba34512b8dc8e03,ncaab,totals,over,153.5,-107,175.5,0.1221,0.5800,0.5000,UNLV Rebels,San José St Spartans,2026-02-11 04:00,"Projected: 175.5 vs Line: 153.5 (Diff: +22.0). Win Prob: 58.0%, EV: 12.21%. "
